customer_id,name,gender,age,city,signup_date,referral_source
CUST00038,Ekbal Deshpande,Male,18,Bhopal,2024-08-05,TV Ad
CUST00039,Unnati Ram,Male,45,Delhi,2022-08-21,TV Ad
CUST00040,Vinaya Varma,Female,42,Lucknow,2024-07-04,Google Ads
CUST00041,Gaurav Talwar,Female,24,Visakhapatnam,2023-03-16,Google Ads
CUST00042,Utkarsh Sastry,Female,32,Thane,2023-02-06,Google Ads
CUST00043,Ethan Gala,Female,30,Chennai,2021-05-01,TV Ad
CUST00044,Yatan Rajagopal,Female,46,Kolkata,2022-12-10,TV Ad
CUST00045,Anthony Chhabra,Female,51,Lucknow,2020-11-02,Friend Referral
CUST00046,Dominic Dugar,Female,57,Kolkata,2020-02-24,Email Campaign
CUST00047,Nilima Chopra,Male,35,Ghaziabad,2023-02-13,Instagram
CUST00048,Yahvi Date,Male,37,Nagpur,2022-02-12,Facebook
CUST00049,Jasmit Balan,Male,37,Ghaziabad,2020-04-25,Google Ads
CUST00050,Janani Subramaniam,Male,33,Delhi,2022-08-06,Email Campaign
CUST00051,Dayita Sandal,Male,38,Ludhiana,2024-06-10,TV Ad
CUST00052,Upadhriti Kunda,Male,35,Ghaziabad,2023-03-08,Google Ads
CUST00053,Yuvraj Tripathi,Male,54,Thane,2023-08-04,TV Ad
CUST00054,Netra Sankaran,Male,57,Thane,2021-03-27,Newspaper Ad
CUST00055,Champak Wagle,Male,33,Chennai,2023-10-23,Facebook
CUST00056,Wishi Nagarajan,Female,56,Thane,2023-11-27,Instagram
CUST00057,Falan Chakraborty,Male,36,Kanpur,2021-05-23,Instagram
CUST00058,Reva Lanka,Female,32,Hyderabad,2022-03-31,Newspaper Ad
CUST00059,Vihaan Roy,Female,53,Patna,2022-12-30,Google Ads
CUST00060,Wridesh Jain,Female,35,Kolkata,2021-05-02,Facebook
CUST00061,Anvi Nigam,Male,49,Thane,2023-09-04,Instagram
CUST00062,Avi Date,Female,59,Mumbai,2020-06-24,Facebook
CUST00063,Kamya Uppal,Female,53,Visakhapatnam,2020-03-08,Email Campaign
CUST00064,Bishakha Bora,Female,46,Bengaluru,2024-04-13,Friend Referral
CUST00065,Adweta Agarwal,Male,20,Indore,2024-03-23,Facebook
CUST00066,Onkar Kannan,Male,48,Pimpri-Chinchwad,2021-02-06,Instagram
CUST00067,Chatresh Khalsa,Female,50,Agra,2021-09-09,Instagram
CUST00068,Advay Sekhon,Male,25,Thane,2020-11-25,Newspaper Ad
CUST00069,Wishi Seth,Male,48,Nashik,2020-08-14,Instagram
CUST00070,Falak Ranganathan,Male,55,Kolkata,2020-11-24,Direct Visit
CUST00071,Ethan Wable,Male,21,Pimpri-Chinchwad,2021-08-12,Instagram
CUST00072,Kala Aurora,Female,18,Pune,2020-04-12,Direct Visit
CUST00073,Ekaja Khanna,Male,52,Bengaluru,2021-10-12,Friend Referral
CUST00074,Parth Chowdhury,Female,63,Bengaluru,2023-01-10,Email Campaign
CUST00075,Xiti Karpe,Female,25,Mumbai,2023-05-31,Instagram
CUST00076,Oviya Sachar,Female,39,Patna,2023-09-06,Newspaper Ad
CUST00077,Bakhshi Saxena,Male,18,Ahmedabad,2022-07-08,Friend Referral
CUST00078,Irya Barad,Female,53,Chennai,2024-12-30,Email Campaign
CUST00079,Om Kala,Male,48,Ghaziabad,2022-11-10,TV Ad
CUST00080,Ronith Chaudhary,Male,30,Kolkata,2021-07-03,Email Campaign
CUST00081,Devansh Narayan,Male,42,Bhopal,2023-03-27,Google Ads
CUST00082,Sanaya Sharaf,Female,56,Ahmedabad,2020-11-03,Email Campaign
CUST00083,Ethan Keer,Male,30,Pimpri-Chinchwad,2023-03-01,Newspaper Ad
CUST00084,Manthan Sunder,Male,36,Thane,2024-01-05,Email Campaign
CUST00085,Aadi Uppal,Female,52,Ghaziabad,2023-03-02,TV Ad
CUST00086,Hiral Mangat,Male,33,Agra,2022-11-07,Email Campaign
CUST00087,Gunbir Viswanathan,Male,64,Pimpri-Chinchwad,2022-09-10,Friend Referral
CUST00088,Balvan Wadhwa,Female,51,Agra,2021-05-14,Facebook
CUST00089,Bishakha Chadha,Female,32,Hyderabad,2020-08-01,Newspaper Ad
CUST00090,Dipta Kumar,Male,45,Bengaluru,2021-05-17,Newspaper Ad
CUST00091,Victor Ramachandran,Female,36,Delhi,2022-06-23,Instagram
CUST00092,Zaitra Sule,Female,30,Hyderabad,2021-11-23,Google Ads
CUST00093,Theodore Sangha,Female,62,Ludhiana,2022-05-02,Direct Visit
CUST00094,Ira Soman,Male,39,Jaipur,2022-03-11,Newspaper Ad
CUST00095,Saksham Rana,Male,52,Kolkata,2023-12-29,Direct Visit
CUST00096,Madhavi Rana,Male,50,Vadodara,2023-03-03,Direct Visit
CUST00097,Charan Andra,Male,48,Visakhapatnam,2023-11-21,Friend Referral
CUST00098,Watika Lala,Female,20,Pune,2023-09-06,Facebook
CUST00099,Bachittar Srinivas,Male,37,Vadodara,2020-05-22,Instagram
CUST00100,Madhavi Garg,Male,36,Hyderabad,2021-12-18,Friend Referral
CUST00101,Maya Dhillon,Male,35,Ghaziabad,2023-04-23,Google Ads
CUST00102,Bhavya Krishnamurthy,Female,62,Mumbai,2024-09-04,Instagram
CUST00103,Tanay Sheth,Male,31,Bengaluru,2023-06-16,Newspaper Ad
CUST00104,Charles Nagi,Male,35,Ghaziabad,2020-06-15,Facebook
CUST00105,David Randhawa,Male,40,Thane,2023-08-01,Facebook
CUST00106,Imaran Sethi,Female,50,Ludhiana,2021-06-30,Direct Visit
CUST00107,Xavier Sahni,Female,61,Visakhapatnam,2021-01-06,Direct Visit
CUST00108,Agastya Pai,Female,22,Visakhapatnam,2023-07-12,Instagram
CUST00109,Yasti Gill,Female,63,Bengaluru,2024-05-03,TV Ad
CUST00110,Lucky Mall,Female,18,Bhopal,2024-09-15,TV Ad
CUST00111,Pranav Pillai,Male,36,Visakhapatnam,2024-08-03,Google Ads
CUST00112,Ojas Dayal,Female,43,Agra,2023-03-24,Friend Referral
CUST00113,Champak Sethi,Male,25,Thane,2024-12-22,Friend Referral
CUST00114,Ranveer Trivedi,Male,41,Chennai,2023-06-04,Instagram
CUST00115,Tanmayi Dara,Female,63,Pune,2024-03-08,Newspaper Ad
CUST00116,Utkarsh Ratta,Female,27,Agra,2020-04-23,Friend Referral
CUST00117,Triveni Kuruvilla,Male,28,Jaipur,2020-08-18,Friend Referral
CUST00118,Kashvi Garde,Male,28,Chennai,2023-03-12,Email Campaign
CUST00119,Urmi Kala,Male,25,Pimpri-Chinchwad,2024-01-09,Newspaper Ad
CUST00120,Urvi Ganguly,Female,43,Bengaluru,2022-03-30,Friend Referral
CUST00121,Inaya Sagar,Male,44,Pimpri-Chinchwad,2021-11-03,TV Ad
CUST00122,Chanchal Aggarwal,Female,41,Pune,2024-03-19,Facebook
CUST00123,Charles Arya,Female,25,Bengaluru,2023-01-29,TV Ad
CUST00124,Omisha Swaminathan,Male,36,Kanpur,2022-11-30,Facebook
CUST00125,Dominic Sathe,Female,34,Ghaziabad,2020-07-08,Direct Visit
CUST00126,Harini Mittal,Male,39,Bengaluru,2023-08-01,Facebook
CUST00127,Chanchal Nayar,Female,42,Ahmedabad,2020-05-08,Direct Visit
CUST00128,Abha Nagi,Female,29,Bhopal,2020-06-20,Facebook
CUST00129,Udarsh Uppal,Male,18,Pune,2020-07-19,Newspaper Ad
CUST00130,Omaja Kulkarni,Male,46,Visakhapatnam,2022-09-17,Friend Referral
CUST00131,Amrita Vaidya,Female,60,Ghaziabad,2021-05-25,Facebook
CUST00132,Dhriti Pandya,Male,59,Nagpur,2024-01-26,Newspaper Ad
CUST00133,Nakul Venkataraman,Male,51,Jaipur,2021-06-30,Google Ads
CUST00134,Chaaya Chokshi,Female,19,Thane,2021-03-13,Google Ads
CUST00135,Sai Ratta,Male,34,Nashik,2020-07-21,Google Ads
CUST00136,Omkaar Ramakrishnan,Male,59,Pune,2020-10-04,Facebook
CUST00137,Balveer Loyal,Female,61,Ghaziabad,2023-02-16,TV Ad
CUST00138,Yashvi Natt,Female,34,Jaipur,2020-05-09,TV Ad
CUST00139,Frederick Mitra,Female,40,Ludhiana,2024-03-11,TV Ad
CUST00140,Abhimanyu Bhargava,Male,26,Chennai,2023-08-07,Email Campaign
CUST00141,Jeet Bumb,Male,21,Mumbai,2022-05-27,Google Ads
CUST00142,Arya Ramachandran,Female,60,Chennai,2021-04-26,Email Campaign
CUST00143,Anjali Aurora,Male,42,Kolkata,2024-03-21,Email Campaign
CUST00144,Falak Ratti,Male,45,Ludhiana,2021-05-25,Instagram
CUST00145,Imaran Kapoor,Male,28,Kolkata,2021-03-28,Newspaper Ad
CUST00146,Qasim Ramesh,Female,27,Ghaziabad,2021-12-24,Newspaper Ad
CUST00147,Daksh Lal,Male,59,Patna,2024-09-04,Facebook
CUST00148,Upasna Keer,Male,32,Visakhapatnam,2023-12-14,TV Ad
CUST00149,Tanvi Bawa,Female,50,Agra,2022-04-03,Google Ads
CUST00150,Kabir Warrior,Female,30,Ludhiana,2024-05-08,TV Ad
CUST00151,Karan Jayaraman,Female,18,Chennai,2024-10-24,TV Ad
CUST00152,Zinal Contractor,Female,26,Kanpur,2023-02-18,Friend Referral
CUST00153,Dipta Chaudhuri,Male,55,Kanpur,2023-02-01,Direct Visit
CUST00154,Vrishti Jain,Male,22,Delhi,2020-02-12,Newspaper Ad
CUST00155,Aadi Wali,Female,42,Ludhiana,2023-11-23,Email Campaign
CUST00156,Ganga Kunda,Female,47,Pimpri-Chinchwad,2020-04-22,Google Ads
CUST00157,Ekaraj Chatterjee,Female,54,Nashik,2023-05-31,Newspaper Ad
CUST00158,Anirudh Randhawa,Female,31,Nashik,2020-09-04,Instagram
CUST00159,Kritika Trivedi,Male,45,Bengaluru,2020-10-17,Google Ads
CUST00160,Samar Palla,Female,35,Jaipur,2020-10-20,Newspaper Ad
CUST00161,Udyati Kulkarni,Female,34,Hyderabad,2022-07-02,Facebook
CUST00162,Brijesh Munshi,Female,35,Delhi,2022-07-26,Google Ads
CUST00163,Tanish Murthy,Female,45,Ludhiana,2022-03-10,Direct Visit
CUST00164,Luke Garde,Female,65,Vadodara,2021-07-26,Newspaper Ad
CUST00165,Vrinda Ghose,Male,63,Lucknow,2021-06-02,Email Campaign
CUST00166,Samar Sharaf,Female,25,Nashik,2023-01-25,TV Ad
CUST00167,Champak Raghavan,Female,59,Ludhiana,2021-05-26,Newspaper Ad
CUST00168,Jairaj Lalla,Male,20,Nagpur,2024-07-02,Email Campaign
CUST00169,Rushil Viswanathan,Male,61,Mumbai,2024-01-28,Facebook
CUST00170,Daksh Sankaran,Female,48,Patna,2021-06-17,Instagram
CUST00171,Wyatt Dalal,Female,29,Agra,2023-06-19,Facebook
CUST00172,Akshay Chandra,Female,53,Chennai,2021-08-17,Friend Referral
CUST00173,Madhavi Barman,Female,60,Visakhapatnam,2020-10-24,TV Ad
CUST00174,Guneet Grover,Female,25,Indore,2022-05-10,Instagram
CUST00175,Neelima Pall,Male,19,Jaipur,2021-06-04,TV Ad
CUST00176,Zarna Saran,Male,39,Chennai,2024-02-26,Facebook
CUST00177,Hredhaan Malhotra,Male,31,Ghaziabad,2023-11-15,Direct Visit
CUST00178,Laksh Sawhney,Female,24,Pune,2022-10-10,Friend Referral
CUST00179,Urmi Rajan,Male,37,Bhopal,2020-11-06,TV Ad
CUST00180,Manan Tailor,Female,36,Mumbai,2023-06-13,Friend Referral
CUST00181,Anya Jha,Male,65,Nashik,2021-06-23,Facebook
CUST00182,Vinaya Khare,Female,60,Thane,2023-01-27,Direct Visit
CUST00183,Bakhshi Keer,Female,64,Visakhapatnam,2024-09-22,Instagram
CUST00184,Vansha Chauhan,Male,32,Jaipur,2022-10-15,Google Ads
CUST00185,Meghana Sheth,Female,19,Patna,2020-11-19,Instagram
CUST00186,Harinakshi Sandhu,Male,59,Agra,2021-02-14,Email Campaign
CUST00187,Vritti Dhawan,Male,36,Nashik,2022-07-03,Google Ads
CUST00188,Bhanumati Shroff,Female,44,Thane,2020-02-14,Direct Visit
CUST00189,Bishakha Grewal,Male,21,Hyderabad,2020-05-18,Newspaper Ad
CUST00190,Netra Sidhu,Male,49,Hyderabad,2023-06-29,Friend Referral
CUST00191,Ishita Atwal,Female,47,Kanpur,2022-04-21,Newspaper Ad
CUST00192,Nisha Shere,Female,55,Kolkata,2024-07-25,Google Ads
CUST00193,Omya Dugar,Male,65,Pimpri-Chinchwad,2024-11-17,Newspaper Ad
CUST00194,Sudiksha Mutti,Female,35,Agra,2021-09-02,Facebook
CUST00195,Gaurika Jaggi,Male,54,Ludhiana,2022-08-31,Direct Visit
CUST00196,Hitesh Tailor,Female,41,Jaipur,2023-05-31,Facebook
CUST00197,Parth Sridhar,Female,37,Mumbai,2024-03-27,Direct Visit
CUST00198,Leena Basu,Male,24,Nagpur,2023-08-14,Direct Visit
CUST00199,Chaitanya Misra,Male,33,Lucknow,2021-10-06,Email Campaign
CUST00200,Zaitra Pai,Male,63,Chennai,2024-01-12,Google Ads
CUST00201,Thomas Sankar,Male,25,Indore,2024-02-28,Facebook
CUST00202,Raagini Sharma,Female,53,Bhopal,2024-10-03,Email Campaign
CUST00203,Ekapad Kothari,Female,37,Delhi,2022-11-02,Email Campaign
CUST00204,Dalbir Prabhu,Male,42,Ludhiana,2020-04-06,Direct Visit
CUST00205,Hema Andra,Male,21,Vadodara,2022-11-23,Friend Referral
CUST00206,Pavani Patil,Female,44,Delhi,2022-11-30,Google Ads
CUST00207,Abha Singh,Female,24,Lucknow,2022-01-23,TV Ad
CUST00208,Irya Wagle,Male,32,Lucknow,2024-07-03,Direct Visit
CUST00209,Ijaya Krishnan,Female,50,Kolkata,2024-03-02,TV Ad
CUST00210,Qabil Cheema,Male,52,Pune,2021-03-20,Email Campaign
CUST00211,Urvi Nair,Female,28,Bengaluru,2022-11-23,TV Ad
CUST00212,Pranav Bhargava,Female,41,Ludhiana,2021-10-09,Facebook
CUST00213,Ryan Thakur,Female,53,Kanpur,2023-08-15,Direct Visit
CUST00214,Ekapad Sastry,Male,35,Jaipur,2021-12-25,TV Ad
CUST00215,Tanish Bhattacharyya,Female,48,Pimpri-Chinchwad,2023-04-21,Friend Referral
CUST00216,Kiaan Contractor,Male,58,Bengaluru,2023-12-02,Google Ads
CUST00217,Krishna Nayak,Male,33,Lucknow,2022-08-30,TV Ad
CUST00218,Pranit Prasad,Male,46,Nagpur,2020-07-18,Newspaper Ad
CUST00219,Zaitra Mutti,Female,36,Agra,2021-05-22,Email Campaign
CUST00220,Nidra Ganesh,Male,62,Bengaluru,2022-01-21,Email Campaign
CUST00221,Ojas Jaggi,Female,49,Bengaluru,2023-08-03,Instagram
CUST00222,Gavin Puri,Female,26,Ludhiana,2023-01-02,Email Campaign
CUST00223,Jonathan Murty,Male,21,Delhi,2020-02-19,TV Ad
CUST00224,Isaiah Nayak,Female,54,Ludhiana,2022-02-02,Google Ads
CUST00225,Bhavani Prabhu,Male,61,Ahmedabad,2021-04-08,Google Ads
CUST00226,Girik Sarma,Male,23,Jaipur,2021-12-06,Email Campaign
CUST00227,Yadavi Mangat,Male,62,Kanpur,2021-01-31,Email Campaign
CUST00228,Yachana Batta,Female,61,Visakhapatnam,2022-12-01,Direct Visit
CUST00229,Champak Apte,Female,48,Chennai,2024-06-21,Google Ads
CUST00230,Adya Cheema,Female,47,Bengaluru,2024-07-28,Google Ads
CUST00231,Anirudh Dugar,Female,31,Delhi,2020-03-05,Direct Visit
CUST00232,Kritika Khanna,Female,58,Vadodara,2021-03-06,Email Campaign
CUST00233,Kiaan Borde,Male,24,Lucknow,2023-08-05,Email Campaign
CUST00234,Kabir Dugar,Female,29,Kolkata,2021-12-28,Google Ads
CUST00235,Faras Sundaram,Male,63,Agra,2022-04-04,Facebook
CUST00236,Nathaniel Walla,Female,58,Thane,2020-03-15,Friend Referral
CUST00237,Devika Ben,Female,45,Indore,2021-10-08,Newspaper Ad
CUST00238,Abdul Lad,Female,38,Delhi,2021-05-11,Direct Visit
CUST00239,Leena Reddy,Female,25,Delhi,2020-02-17,Direct Visit
CUST00240,Daksha Mahal,Female,42,Kolkata,2020-08-05,TV Ad
CUST00241,Vasudha Issac,Male,35,Nashik,2020-06-16,Direct Visit
CUST00242,Triya Nayar,Male,28,Visakhapatnam,2021-06-22,Friend Referral
CUST00243,Warda Boase,Female,26,Kolkata,2024-08-26,Google Ads
CUST00244,Brijesh Lata,Female,22,Mumbai,2020-11-22,Newspaper Ad
CUST00245,Anthony Sood,Female,35,Vadodara,2023-12-12,Newspaper Ad
CUST00246,Zayyan Nagarajan,Male,57,Indore,2023-08-08,Newspaper Ad
CUST00247,Hemal Shukla,Male,64,Patna,2021-11-02,Friend Referral
CUST00248,Ishwar Tandon,Male,32,Vadodara,2023-06-19,Instagram
CUST00249,Elijah Verma,Female,36,Hyderabad,2020-11-30,Email Campaign
CUST00250,Barkha Tara,Male,39,Pimpri-Chinchwad,2021-09-27,Newspaper Ad
CUST00251,Idika Shankar,Female,19,Kanpur,2023-07-04,Newspaper Ad
CUST00252,Tanmayi Shankar,Male,18,Nashik,2024-12-11,Direct Visit
CUST00253,Warjas Chad,Female,24,Mumbai,2023-02-17,Friend Referral
CUST00254,Yatin Mukhopadhyay,Female,46,Agra,2024-09-24,Email Campaign
CUST00255,Krishna Boase,Male,18,Ludhiana,2024-11-01,Google Ads
CUST00256,Bhavani Ramaswamy,Male,54,Agra,2024-12-14,Facebook
CUST00257,Jai Kashyap,Male,62,Nashik,2022-10-14,Newspaper Ad
CUST00258,Lavanya Butala,Male,58,Pune,2021-12-19,Facebook
CUST00259,Agastya Bhardwaj,Male,54,Vadodara,2021-06-09,Newspaper Ad
CUST00260,Rudra Yohannan,Female,45,Mumbai,2024-04-11,Newspaper Ad
CUST00261,Utkarsh Shukla,Male,59,Ludhiana,2023-02-07,Google Ads
CUST00262,Triya Kaul,Male,59,Ahmedabad,2023-11-24,Friend Referral
CUST00263,Dhriti Gill,Female,36,Patna,2020-12-17,Email Campaign
CUST00264,Xavier Walla,Male,49,Nagpur,2022-12-29,Facebook
CUST00265,Lucky Vyas,Female,30,Chennai,2022-08-16,Google Ads
CUST00266,Watika Merchant,Male,30,Lucknow,2020-06-23,Email Campaign
CUST00267,Yadavi Kohli,Male,65,Jaipur,2020-01-02,Facebook
CUST00268,Hritik Wason,Male,42,Jaipur,2021-12-20,Facebook
CUST00269,Abeer Thaker,Male,45,Nashik,2021-11-21,Facebook
CUST00270,Kavya Soni,Female,26,Indore,2024-02-10,Friend Referral
CUST00271,Naksh Dass,Female,60,Pune,2020-01-15,Newspaper Ad
CUST00272,Faris Aurora,Female,40,Pimpri-Chinchwad,2020-09-10,Facebook
CUST00273,Veer Lad,Female,21,Vadodara,2023-07-27,Friend Referral
CUST00274,Nathan Balakrishnan,Male,59,Patna,2023-12-13,Friend Referral
CUST00275,Chaman Tara,Male,52,Hyderabad,2023-07-20,Direct Visit
CUST00276,Finn Swamy,Female,59,Hyderabad,2024-02-28,Instagram
CUST00277,Gautami Gole,Male,60,Agra,2020-01-30,Google Ads
CUST00278,Rishi Char,Male,21,Pune,2022-03-21,Facebook
CUST00279,Gavin Narasimhan,Male,45,Thane,2024-11-04,Email Campaign
CUST00280,Omaja Kar,Male,38,Chennai,2020-09-21,Google Ads
CUST00281,Ethan Mitra,Male,54,Ludhiana,2024-01-05,TV Ad
CUST00282,Frado Bakshi,Male,64,Vadodara,2021-07-27,Facebook
CUST00283,Chaitaly Dubey,Male,65,Delhi,2024-01-13,Email Campaign
CUST00284,Ishaan Shenoy,Male,21,Ahmedabad,2021-05-09,Instagram
CUST00285,Ladli Acharya,Male,46,Ahmedabad,2022-10-23,Facebook
CUST00286,Onkar Bumb,Female,33,Bengaluru,2021-08-19,Facebook
CUST00287,Ranveer Dhaliwal,Male,22,Bhopal,2024-07-13,Newspaper Ad
CUST00288,Omisha Sandal,Male,64,Visakhapatnam,2023-05-01,Email Campaign
CUST00289,Advay Singhal,Male,60,Ghaziabad,2024-01-30,Newspaper Ad
CUST00290,Chanchal Ganguly,Female,31,Kolkata,2022-05-21,Email Campaign
CUST00291,Ati Jha,Female,44,Hyderabad,2021-11-17,TV Ad
CUST00292,Falan Konda,Male,47,Nashik,2024-04-12,Google Ads
CUST00293,Farhan Nazareth,Male,41,Nashik,2020-04-12,Direct Visit
CUST00294,Lopa Kapoor,Male,20,Kanpur,2023-10-11,Friend Referral
CUST00295,Ayushman Nagi,Female,39,Lucknow,2024-07-31,TV Ad
CUST00296,Yasti Sunder,Male,38,Kanpur,2021-11-27,Newspaper Ad
CUST00297,Omkaar Rege,Male,27,Chennai,2023-10-03,Email Campaign
CUST00298,Wyatt Madan,Male,28,Nagpur,2024-07-24,Facebook
CUST00299,Samesh Maharaj,Female,32,Jaipur,2021-10-27,Instagram
CUST00300,Luke Chaudhuri,Female,56,Indore,2021-12-17,Facebook
CUST00301,Mahika Dugar,Male,26,Jaipur,2020-09-20,TV Ad
CUST00302,Pranit Shenoy,Female,21,Vadodara,2023-01-11,Instagram
CUST00303,Nathan Pillai,Female,50,Bhopal,2023-08-16,Newspaper Ad
CUST00304,Ojas Karnik,Male,43,Nagpur,2022-01-16,Google Ads
CUST00305,Yashoda Modi,Male,59,Ghaziabad,2022-09-14,TV Ad
CUST00306,Varsha More,Female,45,Visakhapatnam,2020-08-01,Newspaper Ad
CUST00307,Lajita Goel,Female,32,Lucknow,2020-03-28,TV Ad
CUST00308,Harini Rout,Male,60,Indore,2021-09-12,Email Campaign
CUST00309,Vansha Bassi,Male,47,Agra,2020-05-22,Email Campaign
CUST00310,Omkaar Dave,Female,64,Visakhapatnam,2024-05-17,TV Ad
CUST00311,Ranbir Malhotra,Female,43,Ghaziabad,2022-10-10,Direct Visit
CUST00312,Upma Virk,Female,34,Delhi,2020-09-08,Direct Visit
CUST00313,Warjas Nigam,Male,61,Delhi,2024-07-31,Newspaper Ad
CUST00314,Nidra Muni,Female,62,Chennai,2021-11-10,Email Campaign
CUST00315,Chatura Toor,Female,28,Lucknow,2023-03-09,Newspaper Ad
CUST00316,Umang Din,Female,24,Patna,2022-11-23,Direct Visit
CUST00317,Rachana Doctor,Female,18,Pune,2023-12-29,Friend Referral
CUST00318,Panini Sehgal,Male,34,Jaipur,2024-02-18,Google Ads
CUST00319,Chandresh Kale,Male,36,Lucknow,2021-01-19,TV Ad
CUST00320,Nicholas Sundaram,Male,33,Ghaziabad,2022-11-08,TV Ad
CUST00321,Lopa Purohit,Male,52,Chennai,2024-02-09,Newspaper Ad
CUST00322,Arjun Loyal,Male,29,Indore,2021-04-14,Facebook
CUST00323,Kiaan Suri,Female,47,Thane,2024-12-27,Facebook
CUST00324,Jagdish Mukherjee,Male,57,Bengaluru,2022-11-07,Newspaper Ad
CUST00325,Warda Loyal,Female,64,Nagpur,2023-05-30,Google Ads
CUST00326,Manthan Bhatnagar,Female,49,Thane,2024-06-15,Instagram
CUST00327,Jasmit Bhatnagar,Female,59,Patna,2024-05-07,Facebook
CUST00328,Owen Jani,Male,32,Ghaziabad,2021-05-09,TV Ad
CUST00329,Manbir Bhavsar,Female,44,Jaipur,2021-12-24,Newspaper Ad
CUST00330,Hritik Doctor,Male,60,Pune,2020-10-08,Google Ads
CUST00331,Leena Srinivas,Male,23,Chennai,2024-09-22,Facebook
CUST00332,Kavya Oak,Female,18,Jaipur,2022-05-29,Instagram
CUST00333,Vanya Natarajan,Male,18,Patna,2022-07-10,Newspaper Ad
CUST00334,Frado Setty,Female,54,Ludhiana,2022-08-17,Direct Visit
CUST00335,Faras Kulkarni,Male,46,Hyderabad,2024-06-17,Google Ads
CUST00336,Odika Dave,Female,53,Delhi,2024-10-23,Facebook
CUST00337,Pushti Johal,Female,38,Ghaziabad,2024-12-02,Facebook
CUST00338,Gaurav Raju,Female,60,Vadodara,2024-01-20,Facebook
CUST00339,Vrinda Krishnan,Male,59,Bengaluru,2023-09-26,Newspaper Ad
CUST00340,Arya Sur,Female,22,Kanpur,2020-12-30,Newspaper Ad
CUST00341,Andrew Bumb,Female,59,Pimpri-Chinchwad,2021-02-15,Facebook
CUST00342,Ekanta Uppal,Female,30,Patna,2021-06-04,Newspaper Ad
CUST00343,Riya Kaur,Male,64,Nashik,2020-12-09,Email Campaign
CUST00344,Matthew Srinivas,Female,40,Kolkata,2023-11-21,Google Ads
CUST00345,Jasmit Patel,Female,28,Ghaziabad,2023-12-20,Email Campaign
CUST00346,Anya Handa,Female,27,Mumbai,2022-11-05,Friend Referral
CUST00347,Chameli Kota,Female,61,Pimpri-Chinchwad,2024-05-18,Direct Visit
CUST00348,Meera Bakshi,Female,24,Pune,2024-09-03,Instagram
CUST00349,Fariq Mahal,Male,44,Jaipur,2022-12-20,Google Ads
